admin@boson:~# echo 1 > /sys/kernel/debug/tracing/events/enable
admin@boson:~# echo 1 > /sys/kernel/debug/tracing/tracing_on
admin@boson:~# 
admin@boson:~# ./fbomb
** 49677 printk messages dropped ** [ 1741.711577] f_booste-2073    1....... 1740852747us : sys_exit: NR 186 = 2073
[ 1741.711593] f_booste-2073    1....1.. 1740852748us : sys_gettid -> 0x819
[ 1741.711610] f_booste-2073    1....... 1740852751us : sys_enter: NR 230 (1, 0, 7fd1a6021f30, 0, 0, 0)
[ 1741.711629] f_booste-2073    1....1.. 1740852752us : sys_clock_nanosleep(which_clock: 1, flags: 0, rqtp: 7fd1a6021f30, rmtp: 0)
[ 1741.711647] f_booste-2073    1....... 1740852753us : hrtimer_init: hrtimer=ffffc90004f83e30 clockid=CLOCK_MONOTONIC mode=REL
[ 1741.711664] f_booste-2073    1d...1.. 1740852755us : lock_acquire: ffff880038912e58 hrtimer_bases.lock
[ 1741.711680] f_booste-2073    1d...1.. 1740852756us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.711697] f_booste-2073    1d...1.. 1740852757us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.711717] f_booste-2073    1d...1.. 1740852759us : hrtimer_start: hrtimer=ffffc90004f83e30 function=hrtimer_wakeup expires=1740416051579 softexpires=1740416001579
[ 1741.711735] f_booste-2073    1d...1.. 1740852760us : lock_acquire: ffffffff81c67b48 read tk_core.seq
[ 1741.711751] f_booste-2073    1d...1.. 1740852761us : lock_release: ffffffff81c67b48 tk_core.seq
[ 1741.711768] f_booste-2073    1d...1.. 1740852762us : write_msr: 6e0, value 22350352fbe
[ 1741.711784] f_booste-2073    1d...1.. 1740852763us : lock_release: ffff880038912e58 hrtimer_bases.lock
[ 1741.711801] f_booste-2073    1d...1.. 1740852765us : rcu_utilization: Start context switch
[ 1741.711817] f_booste-2073    1d...1.. 1740852766us : rcu_utilization: End context switch
[ 1741.711833] f_booste-2073    1d...2.. 1740852767us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.711851] f_booste-2073    1d...2.. 1740852770us : sched_stat_runtime: comm=f_boosted pid=2073 runtime=40368 [ns] vruntime=26864210713 [ns]
[ 1741.711868] f_booste-2073    1d...2.. 1740852771us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.711885] f_booste-2073    1d...2.. 1740852773us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.711904] f_booste-2073    1d...2.. 1740852776us : sched_switch: prev_comm=f_boosted prev_pid=2073 prev_prio=120 prev_state=S ==> next_comm=f_waker next_pid=2070 next_prio=120
[ 1741.711921] f_booste-2073    1d...2.. 1740852777us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.711940] f_booste-2073    1d...2.. 1740852779us : x86_fpu_regs_deactivated: x86/fpu: ffff8800362ed2c0 fpregs_active: 0 fpstate_active: 1 xfeatures: f81e66000e0020 xcomp_bv: ffffffff81c62740
[ 1741.711959] f_booste-2073    1d...2.. 1740852780us : x86_fpu_regs_activated: x86/fpu: ffff880035e37d40 fpregs_active: 1 fpstate_active: 1 xfeatures: 6765000074725f66 xcomp_bv: 79747465
[ 1741.711977] f_booste-2073    1d...2.. 1740852781us : x86_fpu_regs_activated: x86/fpu: ffff880035e37d40 fpregs_active: 1 fpstate_active: 1 xfeatures: c32b00000078 xcomp_bv: 81802010106
[ 1741.711994] f_booste-2073    1d...2.. 1740852782us : write_msr: c0000100, value 7fd1a69fd700
[ 1741.715022]     f_rt-2072    1d...411 1740855545us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.715039]   <idle>-0       0dN..1.. 1740855546us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.715056]     f_rt-2072    1d...211 1740855546us : lock_release: ffff8800362ec758 &p->pi_lock
[ 1741.715073]     f_rt-2072    1d...111 1740855547us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.715089]   <idle>-0       0dN..1.. 1740855547us : rcu_utilization: Start context switch
[ 1741.715105]   <idle>-0       0dN..1.. 1740855548us : rcu_utilization: End context switch
[ 1741.715122]     f_rt-2072    1d...111 1740855548us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.715139]   <idle>-0       0dN..2.. 1740855549us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.715156]     f_rt-2072    1d...111 1740855549us : lock_release: ffff880031b654a8 &(lock)->wait_lock
[ 1741.715173]     f_rt-2072    1d...1.. 1740855551us : lock_acquire: ffff880031b654a8 &(lock)->wait_lock
[ 1741.715190]     f_rt-2072    1d...1.. 1740855552us : lock_release: ffff880031b654a8 &(lock)->wait_lock
[ 1741.715206]     f_rt-2072    1d...... 1740855553us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.715225]   <idle>-0       0d...2.. 1740855554us : sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=f_boosted next_pid=2073 next_prio=92
[ 1741.715242]     f_rt-2072    1d...... 1740855554us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.715258]   <idle>-0       0d...2.. 1740855556us : lock_release: ffff8800388179d8 &rq->lock
[ 1741.715274]     f_rt-2072    1d...1.. 1740855556us : rcu_utilization: Start context switch
[ 1741.715291]     f_rt-2072    1d...1.. 1740855557us : rcu_utilization: End context switch
[ 1741.715309]   <idle>-0       0d...2.. 1740855558us : x86_fpu_regs_activated: x86/fpu: ffff8800362ed2c0 fpregs_active: 1 fpstate_active: 1 xfeatures: 7974740072657469 xcomp_bv: 81700000000
[ 1741.715326]     f_rt-2072    1d...2.. 1740855558us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.715343]   <idle>-0       0d...2.. 1740855559us : write_msr: c0000100, value 7fd1a6022700
[ 1741.715360] f_booste-2073    0d...2.. 1740855560us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.715377]     f_rt-2072    1d...2.. 1740855561us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.715393] f_booste-2073    0d...2.. 1740855562us : lock_release: ffff8800388179d8 &rq->lock
[ 1741.715410]     f_rt-2072    1d...2.. 1740855562us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.715426] f_booste-2073    0....... 1740855564us : sys_exit: NR 230 = 0
[ 1741.715442] f_booste-2073    0....1.. 1740855565us : sys_clock_nanosleep -> 0x0
[ 1741.715462]     f_rt-2072    1d...2.. 1740855568us : sched_switch: prev_comm=f_rt prev_pid=2072 prev_prio=92 prev_state=S ==> next_comm=f_waiter next_pid=2071 next_prio=120
[ 1741.715480] f_booste-2073    0....... 1740855569us : sys_enter: NR 186 (0, 0, 7fd1a6117d57, 0, 0, 0)
[ 1741.715496]     f_rt-2072    1d...2.. 1740855569us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.715512] f_booste-2073    0....1.. 1740855570us : sys_gettid()
[ 1741.715531]     f_rt-2072    1d...2.. 1740855571us : x86_fpu_regs_deactivated: x86/fpu: ffff8800362ea840 fpregs_active: 0 fpstate_active: 1 xfeatures: 819 xcomp_bv: c000010000000000
[ 1741.715548] f_booste-2073    0d...... 1740855571us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.715566]     f_rt-2072    1d...2.. 1740855572us : x86_fpu_regs_activated: x86/fpu: ffff880035e36800 fpregs_active: 1 fpstate_active: 1 xfeatures: 0 xcomp_bv: 389179d8000a0020
[ 1741.715585]     f_rt-2072    1d...2.. 1740855573us : x86_fpu_regs_activated: x86/fpu: ffff880035e36800 fpregs_active: 1 fpstate_active: 1 xfeatures: 12496000a0020 xcomp_bv: ffff8800389179d8
[ 1741.715602] f_booste-2073    0d...... 1740855573us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.715618] f_booste-2073    0....... 1740855574us : sys_exit: NR 186 = 2073
[ 1741.715635]     f_rt-2072    1d...2.. 1740855574us : write_msr: c0000100, value 7fd1a697c700
[ 1741.715651] f_booste-2073    0....1.. 1740855574us : sys_gettid -> 0x819
[ 1741.715668] f_waiter-2071    1d...2.. 1740855575us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.715684] f_waiter-2071    1d...2.. 1740855577us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.715702] f_booste-2073    0....... 1740855577us : sys_enter: NR 186 (0, 7fd1a6021efc, 0, 0, 0, 0)
[ 1741.715718] f_booste-2073    0....1.. 1740855578us : sys_gettid()
[ 1741.715735] f_waiter-2071    1d...1.. 1740855578us : lock_acquire: ffff880035e35c98 &p->pi_lock
[ 1741.715751] f_booste-2073    0d...... 1740855579us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.715768] f_waiter-2071    1d...1.. 1740855579us : lock_release: ffff880035e35c98 &p->pi_lock
[ 1741.715784] f_booste-2073    0d...... 1740855580us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.715801] f_waiter-2071    1d...111 1740855581us : lock_acquire: ffffc900009970a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.715818] f_booste-2073    0....... 1740855581us : sys_exit: NR 186 = 2073
[ 1741.715834] f_booste-2073    0....1.. 1740855582us : sys_gettid -> 0x819
[ 1741.715851] f_waiter-2071    1d...111 1740855582us : lock_release: ffffc900009970a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.715868] f_waiter-2071    1d....11 1740855584us : lock_acquire: ffffc90000997108 &futex_queues[i].lock
[ 1741.715886] f_booste-2073    0....... 1740855584us : sys_enter: NR 186 (0, 7fd1a6021f00, 819, 0, 0, 0)
[ 1741.715903] f_waiter-2071    1d...111 1740855585us : lock_acquire: ffff880035e35c98 &p->pi_lock
[ 1741.715919] f_booste-2073    0....1.. 1740855585us : sys_gettid()
[ 1741.715936] f_waiter-2071    1d...111 1740855586us : lock_release: ffff880035e35c98 &p->pi_lock
[ 1741.715952] f_booste-2073    0d...... 1740855586us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.715969] f_waiter-2071    1d....11 1740855587us : lock_release: ffffc90000997108 &futex_queues[i].lock
[ 1741.715986] f_booste-2073    0d...... 1740855587us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.716002] f_booste-2073    0....... 1740855588us : sys_exit: NR 186 = 2073
[ 1741.716019] f_waiter-2071    1d...111 1740855588us : lock_acquire: ffffc900009970a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.716035] f_booste-2073    0....1.. 1740855589us : sys_gettid -> 0x819
[ 1741.716053] f_waiter-2071    1d...111 1740855589us : lock_release: ffffc900009970a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.716071] f_booste-2073    0....... 1740855591us : sys_enter: NR 202 (55f32b7890c8, 87, 0, 0, 0, 0)
[ 1741.716087] f_waiter-2071    1....... 1740855592us : sys_exit: NR 202 = -110
[ 1741.716107] f_booste-2073    0....1.. 1740855592us : sys_futex(uaddr: 55f32b7890c8, op: 87, val: 0, utime: 0, uaddr2: 0, val3: 0)
[ 1741.716123] f_waiter-2071    1....1.. 1740855593us : sys_futex -> 0xffffffffffffff92
[ 1741.716139] f_booste-2073    0d...... 1740855593us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.716155] f_booste-2073    0d...... 1740855594us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.716174] f_waiter-2071    1....... 1740855596us : sys_enter: NR 186 (8b, 153f1, ffffffffffffff98, 55f32b7890c4, 0, ba)
[ 1741.716192] f_booste-2073    0d...111 1740855597us : lock_acquire: ffffc900009943a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.716207] f_waiter-2071    1....1.. 1740855597us : sys_gettid()
[ 1741.716224] f_waiter-2071    1d...... 1740855598us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.716241] f_booste-2073    0d...111 1740855599us : lock_release: ffffc900009943a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.716258] f_booste-2073    0d....11 1740855600us : lock_acquire: ffffc90000994408 &futex_queues[i].lock
[ 1741.716274] f_waiter-2071    1d...... 1740855600us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.716291] f_waiter-2071    1....... 1740855601us : sys_exit: NR 186 = 2071
[ 1741.716307] f_waiter-2071    1....1.. 1740855602us : sys_gettid -> 0x817
[ 1741.716324] f_booste-2073    0d...111 1740855602us : lock_acquire: ffff880031b654a8 &(lock)->wait_lock
[ 1741.716341] f_booste-2073    0d...111 1740855604us : lock_release: ffffc90000994408 &futex_queues[i].lock
[ 1741.716359] f_waiter-2071    1....... 1740855605us : sys_enter: NR 186 (0, 7fd1a697bebc, 0, 0, ba, 55f32b7890c4)
[ 1741.716377] f_booste-2073    0d...211 1740855606us : lock_acquire: ffffc900009943a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.716394] f_waiter-2071    1....1.. 1740855606us : sys_gettid()
[ 1741.716410] f_waiter-2071    1d...... 1740855607us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.716428] f_booste-2073    0d...211 1740855608us : lock_release: ffffc900009943a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.716444] f_waiter-2071    1d...... 1740855608us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.716460] f_waiter-2071    1....... 1740855609us : sys_exit: NR 186 = 2071
[ 1741.716478] f_booste-2073    0d...111 1740855609us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.716493] f_waiter-2071    1....1.. 1740855610us : sys_gettid -> 0x817
[ 1741.716511] f_booste-2073    0d...111 1740855611us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.716528] f_booste-2073    0d...211 1740855612us : lock_acquire: ffff8800362ec758 &p->pi_lock
[ 1741.716546] f_waiter-2071    1....... 1740855613us : sys_enter: NR 202 (55f32b7890e4, 80, 2a7e4, 0, 2a7e5, 55f32b7890e0)
[ 1741.716563] f_booste-2073    0d...211 1740855614us : lock_release: ffff8800362ec758 &p->pi_lock
[ 1741.716583] f_waiter-2071    1....1.. 1740855614us : sys_futex(uaddr: 55f32b7890e4, op: 80, val: 2a7e4, utime: 0, uaddr2: 2a7e5, val3: 55f32b7890e0)
[ 1741.716600] f_booste-2073    0d...211 1740855614us : lock_acquire: ffff8800362e9cd8 &p->pi_lock
[ 1741.716617] f_booste-2073    0d...211 1740855616us : lock_release: ffff8800362e9cd8 &p->pi_lock
[ 1741.716634] f_waiter-2071    1d...111 1740855616us : lock_acquire: ffffc9000099a520 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.716651] f_booste-2073    0d...211 1740855617us : lock_acquire: ffff8800362ec758 &p->pi_lock
[ 1741.716669] f_waiter-2071    1d...111 1740855618us : lock_release: ffffc9000099a520 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.716686] f_booste-2073    0d...311 1740855618us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.716703] f_waiter-2071    1d....11 1740855620us : lock_acquire: ffffc9000099a588 &futex_queues[i].lock
[ 1741.716721] f_booste-2073    0d...311 1740855620us : sched_pi_setprio: comm=f_boosted pid=2073 oldprio=92 newprio=120
[ 1741.716738] f_waiter-2071    1d....11 1740855621us : lock_release: ffffc9000099a588 &futex_queues[i].lock
[ 1741.716755] f_waiter-2071    1d...111 1740855622us : lock_acquire: ffffc9000099a520 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.716772] f_booste-2073    0d...311 1740855623us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.716789] f_waiter-2071    1d...111 1740855624us : lock_release: ffffc9000099a520 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.716806] f_booste-2073    0d...311 1740855625us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.716822] f_waiter-2071    1d...1.. 1740855626us : rcu_utilization: Start context switch
[ 1741.716838] f_waiter-2071    1d...1.. 1740855627us : rcu_utilization: End context switch
[ 1741.716855] f_waiter-2071    1d...2.. 1740855628us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.716873] f_waiter-2071    1d...2.. 1740855630us : sched_stat_runtime: comm=f_waiter pid=2071 runtime=70037 [ns] vruntime=26858393020 [ns]
[ 1741.716889] f_waiter-2071    1d...2.. 1740855631us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.716906] f_waiter-2071    1d...2.. 1740855633us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.716923] f_booste-2073    0dN..411 1740855634us : lock_release: ffff8800388179d8 &rq->lock
[ 1741.716940] f_booste-2073    0dN..411 1740855635us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.716956] f_booste-2073    0dN..411 1740855637us : lock_release: ffff8800388179d8 &rq->lock
[ 1741.716976] f_waiter-2071    1d...2.. 1740855637us : sched_switch: prev_comm=f_waiter prev_pid=2071 prev_prio=120 prev_state=S ==> next_comm=f_waker next_pid=2070 next_prio=120
[ 1741.716993] f_booste-2073    0dN..311 1740855638us : lock_release: ffff8800362ec758 &p->pi_lock
[ 1741.717009] f_waiter-2071    1d...2.. 1740855638us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.717026] f_booste-2073    0dN..211 1740855639us : lock_release: ffff880031b654a8 &(lock)->wait_lock
[ 1741.717045] f_waiter-2071    1d...2.. 1740855640us : x86_fpu_regs_deactivated: x86/fpu: ffff880035e36800 fpregs_active: 0 fpstate_active: 1 xfeatures: 6f6c006b636f6c3e xcomp_bv: 22500f400015eae
[ 1741.717062] f_booste-2073    0dN..211 1740855640us : lock_acquire: ffff8800362e9cd8 &p->pi_lock
[ 1741.717081] f_waiter-2071    1d...2.. 1740855641us : x86_fpu_regs_activated: x86/fpu: ffff880035e37d40 fpregs_active: 1 fpstate_active: 1 xfeatures: 10b6e xcomp_bv: 640a25f84
[ 1741.717099] f_booste-2073    0dN..211 1740855641us : sched_waking: comm=f_rt pid=2072 prio=92 target_cpu=001
[ 1741.717118] f_waiter-2071    1d...2.. 1740855642us : x86_fpu_regs_activated: x86/fpu: ffff880035e37d40 fpregs_active: 1 fpstate_active: 1 xfeatures: 646165725f756372 xcomp_bv: 6b006b636f6c5f
[ 1741.717135] f_waiter-2071    1d...2.. 1740855643us : write_msr: c0000100, value 7fd1a69fd700
[ 1741.717152] f_booste-2073    0dN..311 1740855643us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.717169]  f_waker-2070    1d...2.. 1740855644us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.717185]  f_waker-2070    1d...2.. 1740855646us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.717202]  f_waker-2070    1....... 1740855648us : sys_exit: NR 230 = 0
[ 1741.717218]  f_waker-2070    1....1.. 1740855648us : sys_clock_nanosleep -> 0x0
[ 1741.717236] f_booste-2073    0dN..311 1740855650us : sched_wakeup: comm=f_rt pid=2072 prio=92 target_cpu=001
[ 1741.717252]  f_waker-2070    1dn.h... 1740855651us : reschedule_entry: vector=253
[ 1741.717269] f_booste-2073    0dN..311 1740855652us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.717286] f_booste-2073    0dN..211 1740855653us : lock_release: ffff8800362e9cd8 &p->pi_lock
[ 1741.717302]  f_waker-2070    1dN.h... 1740855654us : reschedule_exit: vector=253
[ 1741.717319] f_booste-2073    0dN..111 1740855655us : rcu_utilization: Start context switch
[ 1741.717335]  f_waker-2070    1dN..1.. 1740855656us : rcu_utilization: Start context switch
[ 1741.717351] f_booste-2073    0dN..111 1740855656us : rcu_utilization: End context switch
[ 1741.717368] f_booste-2073    0dN..211 1740855657us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.717384]  f_waker-2070    1dN..1.. 1740855657us : rcu_utilization: End context switch
[ 1741.717401]  f_waker-2070    1dN..2.. 1740855658us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.717419] f_booste-2073    0dN..211 1740855660us : sched_stat_runtime: comm=f_boosted pid=2073 runtime=30368 [ns] vruntime=23735894089 [ns]
[ 1741.717436] f_booste-2073    0dN..211 1740855661us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.717454]  f_waker-2070    1dN..2.. 1740855661us : sched_stat_runtime: comm=f_waker pid=2070 runtime=17892 [ns] vruntime=26864272308 [ns]
[ 1741.717471]  f_waker-2070    1dN..2.. 1740855662us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.717488] f_booste-2073    0dN..211 1740855663us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.717505]  f_waker-2070    1dN..2.. 1740855664us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.717522] f_booste-2073    0d...211 1740855665us : lock_release: ffff8800388179d8 &rq->lock
[ 1741.717538] f_booste-2073    0....... 1740855667us : sys_exit: NR 202 = 0
[ 1741.717557]  f_waker-2070    1d...2.. 1740855667us : sched_switch: prev_comm=f_waker prev_pid=2070 prev_prio=120 prev_state=R+ ==> next_comm=f_rt next_pid=2072 next_prio=92
[ 1741.717573] f_booste-2073    0....1.. 1740855668us : sys_futex -> 0x0
[ 1741.717589]  f_waker-2070    1d...2.. 1740855669us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.717608]  f_waker-2070    1d...2.. 1740855670us : x86_fpu_regs_deactivated: x86/fpu: ffff880035e37d40 fpregs_active: 0 fpstate_active: 1 xfeatures: 818 xcomp_bv: 4f7be3000000000
[ 1741.717627]  f_waker-2070    1d...2.. 1740855671us : x86_fpu_regs_activated: x86/fpu: ffff8800362ea840 fpregs_active: 1 fpstate_active: 1 xfeatures: 38912e5800130020 xcomp_bv: 69747268ffff8800
[ 1741.717645] f_booste-2073    0....... 1740855671us : sys_enter: NR 203 (0, 80, 7fd1a6021e80, 0, 0, 0)
[ 1741.717664]  f_waker-2070    1d...2.. 1740855672us : x86_fpu_regs_activated: x86/fpu: ffff8800362ea840 fpregs_active: 1 fpstate_active: 1 xfeatures: c002000000002 xcomp_bv: ffffffff81c67b48
[ 1741.717683] f_booste-2073    0....1.. 1740855672us : sys_sched_setaffinity(pid: 0, len: 80, user_mask_ptr: 7fd1a6021e80)
[ 1741.717700]  f_waker-2070    1d...2.. 1740855673us : write_msr: c0000100, value 7fd1a68fb700
[ 1741.717717] f_booste-2073    0d...... 1740855674us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.717733]     f_rt-2072    1d...2.. 1740855674us : lock_acquire: ffff8800389179d8 &rq->lock
[ 1741.717750] f_booste-2073    0d...... 1740855675us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.717766]     f_rt-2072    1d...2.. 1740855676us : lock_release: ffff8800389179d8 &rq->lock
[ 1741.717783] f_booste-2073    0d...... 1740855676us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.717800]     f_rt-2072    1d...1.. 1740855677us : lock_acquire: ffff880031b654a8 &(lock)->wait_lock
[ 1741.717816] f_booste-2073    0d...... 1740855678us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.717832] f_booste-2073    0d...... 1740855679us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.717849]     f_rt-2072    1d...2.. 1740855679us : lock_acquire: ffff8800362e9cd8 &p->pi_lock
[ 1741.717865] f_booste-2073    0d...... 1740855680us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.717882]     f_rt-2072    1d...2.. 1740855681us : lock_release: ffff8800362e9cd8 &p->pi_lock
[ 1741.717899] f_booste-2073    0d...1.. 1740855681us : lock_acquire: ffffffff81c6edd8 callback_lock
[ 1741.717915]     f_rt-2072    1d...1.. 1740855682us : lock_release: ffff880031b654a8 &(lock)->wait_lock
[ 1741.717932] f_booste-2073    0d...1.. 1740855682us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.717950]     f_rt-2072    1d...111 1740855684us : lock_acquire: ffffc900009943a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.717966] f_booste-2073    0d...1.. 1740855684us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.717983] f_booste-2073    0d...1.. 1740855685us : lock_release: ffffffff81c6edd8 callback_lock
[ 1741.718000]     f_rt-2072    1d...111 1740855685us : lock_release: ffffc900009943a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.718017] f_booste-2073    0d...1.. 1740855686us : lock_acquire: ffff8800362ec758 &p->pi_lock
[ 1741.718034]     f_rt-2072    1d....11 1740855686us : lock_acquire: ffffc90000994408 &futex_queues[i].lock
[ 1741.718051] f_booste-2073    0d...2.. 1740855687us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.718068]     f_rt-2072    1d...111 1740855688us : lock_acquire: ffff880031b654a8 &(lock)->wait_lock
[ 1741.718085]     f_rt-2072    1d...211 1740855689us : lock_acquire: ffff8800362e9cd8 &p->pi_lock
[ 1741.718102]     f_rt-2072    1d...211 1740855690us : lock_release: ffff8800362e9cd8 &p->pi_lock
[ 1741.718120] f_booste-2073    0d...2.. 1740855691us : sched_stat_runtime: comm=f_boosted pid=2073 runtime=30982 [ns] vruntime=23735925071 [ns]
[ 1741.718137]     f_rt-2072    1d...111 1740855691us : lock_release: ffff880031b654a8 &(lock)->wait_lock
[ 1741.718154] f_booste-2073    0d...2.. 1740855692us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.718171]     f_rt-2072    1d....11 1740855692us : lock_release: ffffc90000994408 &futex_queues[i].lock
[ 1741.718188]     f_rt-2072    1d...111 1740855693us : lock_acquire: ffffc900009943a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.718205] f_booste-2073    0d...2.. 1740855694us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.718222]     f_rt-2072    1d...111 1740855694us : lock_release: ffffc900009943a0 &(&(&(__futex_data.queues)[i].lock)->lock)->wait_lock
[ 1741.718239]     f_rt-2072    1....... 1740855696us : sys_exit: NR 202 = 0
[ 1741.718255]     f_rt-2072    1....1.. 1740855697us : sys_futex -> 0x0
[ 1741.718271] f_booste-2073    0d...2.. 1740855698us : lock_release: ffff8800388179d8 &rq->lock
[ 1741.718287] f_booste-2073    0d...1.. 1740855699us : lock_release: ffff8800362ec758 &p->pi_lock
[ 1741.718305]     f_rt-2072    1....... 1740855700us : sys_enter: NR 186 (0, 0, 7fd1a61064c9, 0, 0, 6cc)
[ 1741.718322] f_booste-2073    0d...1.. 1740855701us : lock_acquire: ffff880038813580 &stopper->lock
[ 1741.718338]     f_rt-2072    1....1.. 1740855701us : sys_gettid()
[ 1741.718355] f_booste-2073    0d...2.. 1740855702us : lock_acquire: ffff880027394758 &p->pi_lock
[ 1741.718372]     f_rt-2072    1d...... 1740855703us : lock_acquire: ffffffff81c62740 read rcu_read_lock
[ 1741.718389] f_booste-2073    0d...2.. 1740855704us : sched_waking: comm=migration/0 pid=16 prio=0 target_cpu=000
[ 1741.718405]     f_rt-2072    1d...... 1740855704us : lock_release: ffffffff81c62740 rcu_read_lock
[ 1741.718422] f_booste-2073    0d...3.. 1740855705us : lock_acquire: ffff8800388179d8 &rq->lock
[ 1741.718438]     f_rt-2072    1....... 1740855705us : sys_exit: NR 186 = 2072
[ 1741.718454]     f_rt-2072    1....1.. 1740855706us : sys_gettid -> 0x818
[ 1741.718472] f_booste-2073    0dN..3.. 1740855708us : sched_wakeup: comm=migration/0 pid=16 prio=0 target_cpu=000
[ 1741.718490]     f_rt-2072    1....... 1740855708us : sys_enter: NR 202 (55f32b7890c8, 87, 0, 0, 0, 0)
